2015;31;2;2015.08.03.;0;0 UAH;1;4 283 070 UAH;24;46 780 UAH;352;3 190 UAH;2433;885 UAH;X;1;2;2;2;1;1;1;X;2;1;X;2;+1
2015;31;1;2015.07.31.;0;0 UAH;0;0 UAH;8;91 290 UAH;177;4 125 UAH;1247;1 120 UAH;2;X;1;X;X;1;1;2;2;X;1;1;1;+2
2015;30;2;2015.07.27.;0;0 UAH;0;0 UAH;2;419 605 UAH;17;49 365 UAH;121;13 295 UAH;X;2;2;1;X;2;1;1;1;1;X;2;2;+2
2015;30;1;2015.07.23.;0;0 UAH;0;0 UAH;2;260 045 UAH;61;8 525 UAH;516;1 930 UAH;2;X;2;1;1;2;2;2;X;2;1;2;X;+1
2015;29;2;2015.07.20.;0;0 UAH;7;141 625 UAH;154;4 830 UAH;1159;640 UAH;4958;285 UAH;X;1;X;X;X;X;1;2;1;1;X;1;2;+1
2015;29;1;2015.07.16.;4;2 829 460 UAH;0;0 UAH;55;12 255 UAH;623;1 080 UAH;3996;325 UAH;2;1;2;1;1;2;X;1;2;1;X;X;1;+1
2015;28;2;2015.07.13.;0;0 UAH;0;0 UAH;5;193 685 UAH;75;12 910 UAH;654;2 840 UAH;X;1;1;1;X;1;X;2;1;1;2;X;2;+2
2015;28;1;2015.07.09.;0;0 UAH;0;0 UAH;1;386 265 UAH;9;42 920 UAH;138;5 365 UAH;2;X;1;X;X;X;1;X;1;2;1;2;2;+1
2015;27;2;2015.07.06.;0;0 UAH;1;1 019 420 UAH;7;109 225 UAH;55;13 900 UAH;390;3 755 UAH;1;X;1;1;2;X;1;X;1;1;X;1;X;+X
2015;27;1;2015.07.02.;2;3 047 110 UAH;4;383 890 UAH;113;11 565 UAH;822;580 UAH;3936;230 UAH;1;X;1;1;1;2;1;1;1;1;1;1;2;+X
2015;26;2;2015.06.29.;0;0 UAH;0;0 UAH;0;0 UAH;15;55 440 UAH;191;8 345 UAH;X;1;1;X;X;1;2;X;X;2;1;1;2;+1
2015;26;1;2015.06.25.;0;0 UAH;0;0 UAH;4;105 205 UAH;71;5 925 UAH;550;1 465 UAH;2;X;2;X;1;X;1;1;1;1;1;2;1;+1
2015;25;2;2015.06.22.;1;8 510 095 UAH;2;440 465 UAH;39;25 410 UAH;465;2 130 UAH;2577;735 UAH;2;1;2;X;X;2;X;X;1;2;X;1;X;+1
2015;25;1;2015.06.18.;0;0 UAH;1;2 168 175 UAH;4;119 895 UAH;38;12 620 UAH;263;3 495 UAH;1;X;1;1;1;X;2;X;2;X;1;2;1;+2
2015;24;2;2015.06.15.;0;0 UAH;0;0 UAH;14;81 895 UAH;159;7 210 UAH;1626;1 350 UAH;2;X;2;1;X;1;2;2;2;1;1;X;2;+1
2015;24;1;2015.06.11.;1;1 701 700 UAH;0;0 UAH;2;192 645 UAH;14;27 520 UAH;165;4 475 UAH;X;2;X;1;X;X;1;X;1;X;X;1;1;+2
2015;23;2;2015.06.08.;1;4 188 310 UAH;0;0 UAH;26;36 475 UAH;491;1 930 UAH;4110;440 UAH;2;1;X;1;2;2;X;2;1;1;X;X;1;+1
2015;23;1;2015.06.04.;2;8 583 265 UAH;4;1 081 355 UAH;91;10 000 UAH;884;1 030 UAH;4710;370 UAH;1;2;1;1;1;X;1;1;X;2;2;2;X;+X
2015;22;2;2015.06.01.;0;0 UAH;0;0 UAH;61;23 635 UAH;1158;1 245 UAH;8185;340 UAH;1;2;1;1;1;2;2;1;1;X;1;1;X;+2
2015;22;1;2015.05.29.;0;0 UAH;0;0 UAH;5;136 200 UAH;81;8 405 UAH;613;2 130 UAH;2;X;2;2;1;2;1;1;1;1;X;X;2;+X
2015;21;2;2015.05.25.;0;0 UAH;0;0 UAH;21;61 925 UAH;513;2 535 UAH;3544;705 UAH;1;2;1;1;1;1;1;2;X;2;1;1;X;+1
2015;21;1;2015.05.21.;0;0 UAH;0;0 UAH;9;59 235 UAH;79;6 750 UAH;601;1 700 UAH;1;1;X;1;1;1;1;1;X;1;2;1;X;+X
2015;20;2;2015.05.18.;1;41 033 915 UAH;0;0 UAH;19;116 920 UAH;180;12 340 UAH;1591;2 675 UAH;1;1;2;1;1;X;1;1;2;2;2;1;X;+1
2015;20;1;2015.05.14.;0;0 UAH;0;0 UAH;1;946 090 UAH;61;15 510 UAH;567;3 200 UAH;1;1;1;2;1;X;2;X;1;1;1;2;2;+X
2015;19;2;2015.05.11.;0;0 UAH;0;0 UAH;1;1 664 390 UAH;19;87 600 UAH;195;16 360 UAH;X;1;2;1;1;X;2;1;X;1;2;2;X;+2
2015;19;1;2015.05.07.;0;0 UAH;0;0 UAH;1;722 665 UAH;22;32 850 UAH;118;11 740 UAH;1;1;1;X;1;X;1;2;X;1;1;1;2;+1
2015;18;2;2015.05.04.;0;0 UAH;0;0 UAH;3;483 800 UAH;49;29 620 UAH;399;6 970 UAH;1;1;X;X;2;2;X;2;2;1;1;X;X;+1
2015;18;1;2015.04.30.;0;0 UAH;0;0 UAH;3;220 915 UAH;73;9 080 UAH;751;1 690 UAH;X;2;1;2;2;1;2;X;X;2;X;1;2;+2
2015;17;2;2015.04.27.;0;0 UAH;0;0 UAH;3;389 695 UAH;42;27 835 UAH;299;7 495 UAH;1;X;1;1;2;X;X;1;1;1;1;X;X;+1
2015;17;1;2015.04.23.;1;5 932 945 UAH;3;205 410 UAH;132;4 670 UAH;1291;475 UAH;6585;180 UAH;1;1;X;1;2;1;X;X;2;1;2;2;1;+1
2015;16;2;2015.04.20.;0;0 UAH;1;1 655 140 UAH;130;9 550 UAH;1560;795 UAH;8945;265 UAH;2;1;1;X;2;1;1;X;1;1;1;X;2;+X
2015;16;1;2015.04.16.;1;1 878 270 UAH;3;183 245 UAH;88;6 245 UAH;985;560 UAH;5005;210 UAH;X;1;1;X;1;2;1;1;1;X;2;2;1;+2
2015;15;2;2015.04.13.;1;6 581 165 UAH;3;642 065 UAH;116;11 590 UAH;1264;1 065 UAH;7403;350 UAH;X;1;1;X;2;2;1;1;2;X;1;1;1;+X
2015;15;1;2015.04.09.;0;0 UAH;0;0 UAH;64;9 085 UAH;887;655 UAH;5832;190 UAH;X;X;1;2;2;2;2;1;1;1;1;X;2;+X
2015;14;2;2015.04.06.;39;519 890 UAH;37;47 455 UAH;1072;1 685 UAH;6483;280 UAH;24057;145 UAH;2;1;X;2;1;X;X;1;2;X;2;1;1;+2
2015;14;1;2015.04.01.;0;0 UAH;0;0 UAH;7;128 485 UAH;117;7 685 UAH;987;1 745 UAH;X;1;X;2;X;X;1;2;1;2;1;1;2;+1
2015;13;2;2015.03.30.;0;0 UAH;1;2 775 195 UAH;62;25 770 UAH;978;1 635 UAH;8626;355 UAH;1;X;1;2;X;1;X;1;2;1;1;X;1;+X
2015;13;1;2015.03.26.;0;0 UAH;0;0 UAH;12;40 300 UAH;197;2 455 UAH;1529;605 UAH;1;X;1;1;1;2;X;2;X;1;2;1;1;+1
2015;12;2;2015.03.23.;0;0 UAH;1;1 585 685 UAH;4;297 315 UAH;85;13 990 UAH;938;2 430 UAH;2;1;2;X;2;1;1;2;1;X;1;X;2;+1
2015;12;1;2015.03.19.;1;14 121 985 UAH;2;353 085 UAH;45;17 655 UAH;458;1 735 UAH;2830;540 UAH;2;1;1;2;X;2;X;X;1;2;1;1;2;+2
2015;11;2;2015.03.16.;0;0 UAH;1;4 894 860 UAH;19;83 915 UAH;252;6 325 UAH;2361;1 295 UAH;2;X;1;2;1;X;1;1;2;X;1;X;1;+X
2015;11;1;2015.03.13.;0;0 UAH;0;0 UAH;24;34 130 UAH;507;1 615 UAH;3842;410 UAH;2;1;X;1;1;1;1;1;1;1;X;2;1;+1
2015;10;2;2015.03.09.;0;0 UAH;0;0 UAH;4;314 430 UAH;55;22 870 UAH;385;6 260 UAH;2;1;X;1;2;X;1;2;X;X;1;X;1;+X
2015;10;1;2015.03.05.;4;2 331 155 UAH;23;50 105 UAH;506;2 005 UAH;4622;220 UAH;18933;105 UAH;2;1;2;1;1;2;1;2;1;2;X;1;2;+2
2015;9;2;2015.03.02.;0;0 UAH;1;2 592 780 UAH;52;37 395 UAH;613;1 980 UAH;3977;585 UAH;1;1;1;1;1;2;X;2;2;1;1;1;X;+X
2015;9;1;2015.02.27.;0;0 UAH;0;0 UAH;0;0 UAH;22;33 200 UAH;247;5 670 UAH;2;1;1;1;1;1;1;2;2;1;2;2;X;+2
2015;8;2;2015.02.23.;2;2 315 530 UAH;2;411 650 UAH;62;19 920 UAH;577;2 140 UAH;3463;685 UAH;2;X;X;1;X;X;X;1;1;1;X;1;2;+X
2015;8;1;2015.02.20.;3;2 872 655 UAH;5;400 835 UAH;108;8 915 UAH;969;995 UAH;5013;370 UAH;2;X;X;2;X;2;1;2;1;X;1;1;X;+X
2015;7;2;2015.02.16.;0;0 UAH;0;0 UAH;4;360 605 UAH;44;32 780 UAH;400;6 910 UAH;1;2;1;1;1;1;2;2;1;X;X;2;2;+2
2015;7;1;2015.02.12.;6;383 150 UAH;37;21 805 UAH;687;1 025 UAH;4750;150 UAH;18125;75 UAH;1;1;1;2;1;1;X;2;1;X;1;1;1;+X
2015;6;2;2015.02.09.;23;2 631 810 UAH;32;214 020 UAH;1016;3 775 UAH;8165;470 UAH;36159;205 UAH;1;2;2;2;1;1;1;X;X;1;2;1;1;+X
2015;6;1;2015.02.05.;0;0 UAH;0;0 UAH;2;1 291 985 UAH;101;25 585 UAH;1211;4 090 UAH;2;2;X;1;X;X;X;2;2;2;2;2;1;+1
2015;5;2;2015.02.02.;0;0 UAH;0;0 UAH;12;200 730 UAH;114;21 130 UAH;1120;4 120 UAH;X;1;2;2;X;1;1;X;X;1;X;2;1;+1
2015;5;1;2015.01.29.;0;0 UAH;1;11 411 320 UAH;11;324 970 UAH;126;10 455 UAH;906;2 785 UAH;2;2;2;X;1;1;X;1;X;X;X;2;2;+2
2015;4;2;2015.01.26.;0;0 UAH;0;0 UAH;0;0 UAH;2;1 128 550 UAH;35;123 605 UAH;2;2;2;2;2;X;X;2;1;2;2;1;X;+X
2015;4;1;2015.01.22.;0;0 UAH;0;0 UAH;32;35 485 UAH;456;2 490 UAH;3845;565 UAH;X;1;1;1;1;1;X;1;1;1;1;1;X;+1
2015;3;2;2015.01.19.;0;0 UAH;0;0 UAH;16;94 730 UAH;266;5 700 UAH;1948;1 490 UAH;2;2;2;1;2;X;X;2;2;X;X;2;2;+2
2015;3;1;2015.01.15.;0;0 UAH;0;0 UAH;11;60 505 UAH;205;3 245 UAH;1474;865 UAH;1;1;2;1;X;1;X;X;1;2;1;1;1;+2
2015;2;2;2015.01.12.;0;0 UAH;0;0 UAH;9;132 350 UAH;151;7 890 UAH;1247;1 830 UAH;X;1;2;X;X;1;1;1;1;1;X;X;X;+1
2015;2;1;2015.01.08.;0;0 UAH;0;0 UAH;1;475 975 UAH;40;11 900 UAH;411;2 220 UAH;X;2;X;1;X;1;2;X;X;2;1;1;1;+1
2015;1;2;2015.01.05.;2;4 508 655 UAH;15;218 270 UAH;324;6 135 UAH;3078;355 UAH;15622;135 UAH;1;2;X;2;1;1;1;X;1;2;1;1;1;+1
2015;1;1;2015.01.02.;0;0 UAH;0;0 UAH;0;0 UAH;17;52 470 UAH;118;14 490 UAH;X;X;1;X;1;X;X;1;X;1;1;2;1;+1
2014;52;2;2014.12.29.;0;0 UAH;0;0 UAH;1;795 370 UAH;6;132 560 UAH;71;21 470 UAH;X;X;X;2;X;X;1;2;2;X;2;1;1;+1
2014;52;1;2014.12.27.;5;1 734 145 UAH;1;459 375 UAH;153;5 945 UAH;1542;590 UAH;10159;170 UAH;1;2;2;2;2;1;2;1;2;2;1;1;2;+1
2014;51;2;2014.12.22.;0;0 UAH;0;0 UAH;1;1 157 290 UAH;9;128 590 UAH;125;17 745 UAH;1;X;1;X;X;1;2;X;X;X;1;X;X;+2
2014;51;1;2014.12.18.;56;198 770 UAH;29;36 155 UAH;996;2 315 UAH;5614;170 UAH;18853;95 UAH;X;1;X;2;2;2;1;1;1;1;2;X;X;+1
2014;50;2;2014.12.15.;0;0 UAH;0;0 UAH;0;0 UAH;17;79 945 UAH;165;15 785 UAH;2;1;2;X;X;X;1;X;X;2;2;2;1;+1
2014;50;1;2014.12.11.;1;9 711 885 UAH;3;947 500 UAH;150;6 585 UAH;1648;600 UAH;8544;220 UAH;X;X;1;X;X;2;1;1;X;1;2;1;1;+2
2014;49;2;2014.12.08.;0;0 UAH;0;0 UAH;22;56 845 UAH;324;3 860 UAH;2684;895 UAH;1;2;2;1;2;X;1;1;1;X;X;2;1;+2
2014;49;1;2014.12.04.;0;0 UAH;0;0 UAH;1;604 325 UAH;15;40 290 UAH;150;7 720 UAH;1;X;2;1;2;1;X;2;2;X;2;X;X;+1
2014;48;2;2014.12.01.;52;90 680 UAH;21;21 355 UAH;1372;850 UAH;8923;130 UAH;26387;85 UAH;2;1;1;1;1;1;1;X;1;2;1;1;2;+2
2014;48;1;2014.11.27.;2;5 141 605 UAH;2;914 065 UAH;132;7 180 UAH;1763;535 UAH;10922;165 UAH;1;2;1;2;1;2;1;1;2;2;X;2;1;+1
2014;47;2;2014.11.24.;0;0 UAH;0;0 UAH;1;1 280 750 UAH;23;55 685 UAH;221;11 110 UAH;2;1;2;1;X;2;X;1;2;2;2;2;X;+X
2014;47;1;2014.11.19.;0;0 UAH;0;0 UAH;23;22 345 UAH;282;1 820 UAH;1936;510 UAH;2;2;1;2;2;1;1;X;1;1;2;1;2;+2
2014;46;2;2014.11.17.;108;57 400 UAH;179;8 035 UAH;3866;350 UAH;20140;195 UAH;51060;0 UAH;1;1;2;2;1;1;X;1;X;2;1;1;1;+X
2014;46;1;2014.11.13.;0;0 UAH;0;0 UAH;1;384 295 UAH;34;11 305 UAH;305;2 415 UAH;X;1;2;2;1;1;1;2;2;2;1;1;1;+X
2014;45;2;2014.11.10.;1;5 213 200 UAH;0;0 UAH;39;30 265 UAH;433;2 725 UAH;2933;770 UAH;2;X;1;1;2;1;1;1;X;1;2;X;1;+1
2014;45;1;2014.11.06.;2;1 634 285 UAH;0;0 UAH;57;12 985 UAH;1074;690 UAH;9433;150 UAH;1;1;1;2;1;X;1;1;2;2;1;X;1;+2
2014;44;2;2014.11.03.;1;3 884 400 UAH;1;690 560 UAH;25;41 435 UAH;303;3 420 UAH;2157;920 UAH;1;2;1;1;2;1;1;2;1;1;2;1;1;+2
2014;44;1;2014.10.30.;1;9 839 945 UAH;0;0 UAH;67;15 655 UAH;1201;875 UAH;7818;255 UAH;X;2;2;2;1;1;1;1;X;X;1;1;1;+1
2014;43;2;2014.10.27.;0;0 UAH;0;0 UAH;25;47 165 UAH;417;2 830 UAH;3457;655 UAH;1;2;2;1;1;1;1;X;X;1;2;1;X;+X
2014;43;1;2014.10.23.;33;779 245 UAH;16;175 755 UAH;1035;1 505 UAH;7297;215 UAH;27334;110 UAH;2;2;1;1;2;1;1;1;1;X;1;2;2;+2
2014;42;2;2014.10.20.;0;0 UAH;0;0 UAH;14;210 685 UAH;232;8 585 UAH;2046;1 865 UAH;1;1;1;2;2;X;1;X;1;1;X;2;2;+X
2014;42;1;2014.10.15.;0;0 UAH;0;0 UAH;0;0 UAH;19;50 405 UAH;299;6 140 UAH;2;X;2;2;2;1;X;1;2;1;2;X;2;+X
2014;41;2;2014.10.13.;0;0 UAH;0;0 UAH;19;75 040 UAH;499;2 855 UAH;4347;630 UAH;X;1;X;1;1;X;X;1;2;1;X;2;1;+2
2014;41;1;2014.10.10.;0;0 UAH;0;0 UAH;2;264 035 UAH;10;52 805 UAH;141;7 180 UAH;2;1;2;1;1;X;2;1;1;1;1;X;2;+X
2014;40;2;2014.10.06.;2;16 032 580 UAH;2;1 893 680 UAH;51;48 320 UAH;589;4 185 UAH;4907;965 UAH;1;X;2;1;1;X;1;1;X;2;1;1;1;+1
2014;40;1;2014.10.02.;0;0 UAH;0;0 UAH;2;728 095 UAH;69;21 105 UAH;711;3 925 UAH;1;X;X;X;2;X;1;X;1;2;1;1;2;+1
2014;39;2;2014.09.29.;0;0 UAH;0;0 UAH;14;125 745 UAH;237;7 430 UAH;2227;1 515 UAH;2;1;X;1;1;2;1;2;2;X;X;2;X;+2
2014;39;1;2014.09.25.;0;0 UAH;1;4 653 525 UAH;42;34 245 UAH;467;3 080 UAH;3025;910 UAH;X;1;1;1;1;X;2;1;1;X;1;2;X;+X
2014;38;2;2014.09.22.;0;0 UAH;0;0 UAH;4;325 640 UAH;16;81 410 UAH;125;19 975 UAH;X;X;2;1;1;X;2;1;1;2;1;2;X;+X
2014;38;1;2014.09.18.;0;0 UAH;0;0 UAH;22;34 055 UAH;380;1 970 UAH;3283;435 UAH;1;1;1;1;1;1;2;1;X;X;X;1;1;+1
2014;37;2;2014.09.15.;3;5 899 850 UAH;4;766 100 UAH;292;9 680 UAH;3701;545 UAH;21930;175 UAH;1;1;2;1;1;1;2;2;1;X;1;1;2;+2
2014;37;1;2014.09.11.;0;0 UAH;0;0 UAH;0;0 UAH;26;31 145 UAH;394;3 940 UAH;2;1;1;2;1;1;2;X;1;1;2;1;2;+2
2014;36;2;2014.09.08.;0;0 UAH;0;0 UAH;1;1 195 290 UAH;13;91 945 UAH;220;10 415 UAH;2;2;1;1;2;2;2;X;X;1;1;1;2;+X
2014;36;1;2014.09.05.;17;435 520 UAH;12;88 075 UAH;448;1 900 UAH;3124;275 UAH;12679;130 UAH;2;2;2;1;1;1;1;1;1;1;2;2;2;+1
2014;35;2;2014.09.01.;0;0 UAH;0;0 UAH;2;531 810 UAH;47;22 630 UAH;501;4 070 UAH;1;2;2;X;X;X;X;2;2;2;1;1;X;+2
2014;35;1;2014.08.29.;6;1 717 920 UAH;1;464 565 UAH;138;5 560 UAH;1249;615 UAH;6104;240 UAH;1;1;1;1;1;2;1;2;X;2;2;X;1;+1
2014;34;2;2014.08.25.;0;0 UAH;0;0 UAH;4;280 060 UAH;71;15 780 UAH;623;3 445 UAH;2;1;X;1;X;1;X;X;1;2;X;1;X;+2
2014;34;1;2014.08.21.;0;0 UAH;0;0 UAH;3;183 705 UAH;24;22 965 UAH;262;4 030 UAH;X;X;X;2;1;1;X;X;X;2;2;1;2;+2
2014;33;2;2014.08.18.;1;20 908 305 UAH;3;2 039 835 UAH;92;28 580 UAH;898;2 095 UAH;5608;640 UAH;X;2;2;X;2;1;1;2;1;1;X;2;1;+1
2014;33;1;2014.08.14.;0;0 UAH;0;0 UAH;0;0 UAH;18;41 650 UAH;240;5 985 UAH;1;1;2;1;2;2;X;2;X;2;X;1;2;+1
2014;32;2;2014.08.11.;0;0 UAH;0;0 UAH;2;551 210 UAH;30;36 745 UAH;301;7 020 UAH;2;1;X;X;2;2;2;1;2;1;X;X;1;+2
2014;32;1;2014.08.07.;0;0 UAH;0;0 UAH;2;376 900 UAH;22;34 265 UAH;219;6 595 UAH;1;2;X;X;1;1;X;1;1;1;2;X;2;+X
2014;31;2;2014.08.04.;0;0 UAH;0;0 UAH;6;272 325 UAH;84;12 840 UAH;678;3 050 UAH;X;X;1;1;X;1;X;X;1;2;X;X;X;+1
2014;31;1;2014.07.31.;0;0 UAH;0;0 UAH;0;0 UAH;8;69 425 UAH;57;18 675 UAH;X;1;1;X;X;2;2;X;2;1;1;1;X;+X
2014;30;2;2014.07.28.;4;5 723 610 UAH;1;1 471 130 UAH;84;17 490 UAH;866;1 695 UAH;5589;505 UAH;1;2;1;1;2;X;1;1;1;2;1;X;2;+1
2014;30;1;2014.07.25.;0;0 UAH;0;0 UAH;16;73 815 UAH;241;4 900 UAH;1703;1 330 UAH;2;1;2;2;2;1;1;2;2;2;2;X;X;+2
2014;29;2;2014.07.21.;0;0 UAH;0;0 UAH;4;475 605 UAH;70;14 555 UAH;599;3 260 UAH;1;1;2;1;X;X;1;X;2;X;X;1;1;+1
2014;29;1;2014.07.18.;0;0 UAH;0;0 UAH;0;0 UAH;6;147 280 UAH;49;34 565 UAH;X;2;X;2;2;X;2;1;1;1;X;2;1;+2
2014;28;2;2014.07.14.;0;0 UAH;0;0 UAH;2;482 150 UAH;54;17 855 UAH;467;3 960 UAH;2;X;2;X;2;X;1;X;1;X;X;X;1;+X
2014;28;1;2014.07.11.;2;16 283 820 UAH;0;0 UAH;43;67 490 UAH;495;2 875 UAH;3501;780 UAH;2;X;2;X;2;X;2;2;1;1;2;2;X;+1
2014;27;2;2014.07.07.;0;0 UAH;0;0 UAH;0;0 UAH;14;105 715 UAH;141;20 120 UAH;1;X;X;X;1;1;1;1;2;2;2;2;X;+1
2014;27;1;2014.07.03.;0;0 UAH;0;0 UAH;5;175 465 UAH;41;21 400 UAH;467;3 600 UAH;X;X;2;X;1;1;2;X;1;X;X;1;1;+X
2014;26;2;2014.06.30.;0;0 UAH;0;0 UAH;4;262 825 UAH;47;22 370 UAH;400;5 035 UAH;X;1;1;2;2;X;1;1;2;1;2;1;2;+X
2014;26;1;2014.06.27.;0;0 UAH;0;0 UAH;12;66 715 UAH;188;4 260 UAH;1531;1 000 UAH;2;1;X;2;1;2;X;2;2;2;2;2;1;+2
2014;25;2;2014.06.23.;0;0 UAH;0;0 UAH;6;290 425 UAH;114;10 295 UAH;1436;1 565 UAH;1;X;1;1;2;1;2;2;2;2;2;1;1;+X
2014;25;1;2014.06.19.;0;0 UAH;0;0 UAH;0;0 UAH;9;63 185 UAH;66;16 515 UAH;1;X;X;2;2;X;X;2;1;X;2;2;2;+2
2014;24;2;2014.06.16.;1;10 796 225 UAH;0;0 UAH;22;54 755 UAH;249;4 840 UAH;2105;1 095 UAH;1;2;2;1;1;1;1;1;1;1;1;2;2;+1
2014;24;1;2014.06.12.;0;0 UAH;0;0 UAH;1;520 340 UAH;7;74 335 UAH;99;10 075 UAH;1;X;1;2;X;2;X;X;X;1;2;1;2;+X
2014;23;2;2014.06.09.;0;0 UAH;1;1 374 090 UAH;16;64 410 UAH;233;4 425 UAH;2037;970 UAH;1;1;1;X;1;1;1;X;X;2;1;2;2;+X
2014;23;1;2014.06.05.;1;30 589 480 UAH;2;2 473 750 UAH;128;12 185 UAH;1533;1 015 UAH;9328;320 UAH;2;1;X;2;1;1;2;X;X;1;1;1;1;+1
2014;22;2;2014.06.02.;0;0 UAH;0;0 UAH;23;82 970 UAH;389;4 905 UAH;3049;1 200 UAH;X;1;1;1;X;X;1;X;1;X;2;1;X;+X
2014;22;1;2014.05.29.;0;0 UAH;0;0 UAH;7;122 645 UAH;168;5 110 UAH;1316;1 250 UAH;1;X;1;1;X;2;2;1;2;X;1;1;X;+1
2014;21;2;2014.05.26.;0;0 UAH;0;0 UAH;2;619 840 UAH;40;30 990 UAH;394;6 030 UAH;X;2;1;X;1;X;1;X;X;2;1;2;2;+X
2014;21;1;2014.05.22.;0;0 UAH;1;3 439 610 UAH;43;13 885 UAH;632;945 UAH;3306;345 UAH;1;1;1;X;1;1;2;1;2;1;X;X;X;+1
2014;20;2;2014.05.19.;0;0 UAH;0;0 UAH;5;291 200 UAH;126;11 555 UAH;1340;2 085 UAH;X;X;X;1;1;1;X;1;1;1;1;1;2;+X
2014;20;1;2014.05.15.;0;0 UAH;0;0 UAH;6;87 770 UAH;125;4 215 UAH;1083;930 UAH;X;1;X;2;2;2;2;X;1;1;1;1;1;+X
